name,string_length,num_chars,avg_ns,min_ns,max_ns,std_dev,success_avg_ns,success_runs,fail_avg_ns,fail_runs
1,500,500,32448,314,103270,34717.60,32448,20,0,0
1,501,500,22779,293,103270,31687.04,22779,40,0,0
1,502,500,30127,293,104353,36420.02,30127,60,0,0
1,503,500,34037,293,105287,36955.61,34037,80,0,0
1,504,500,35215,292,105287,36189.83,35215,100,0,0
1,505,500,34973,292,105287,36533.65,34973,120,0,0
1,506,500,32877,292,105287,35878.95,32877,140,0,0
1,507,500,32751,292,105287,35536.70,32751,160,0,0
1,508,500,32714,291,116651,36114.35,32714,180,0,0
1,509,500,31971,291,116651,35535.08,31971,200,0,0
1,510,500,31773,291,116651,35339.62,31773,220,0,0
1,511,500,31759,290,116651,35451.21,31759,240,0,0
1,512,500,32075,290,116651,35235.47,32075,260,0,0
1,513,500,32794,290,116651,35222.18,32794,280,0,0
1,514,500,32281,290,117660,35252.30,32281,300,0,0
1,515,500,32085,290,117660,35331.49,32085,320,0,0
1,516,500,32640,290,117660,35365.02,32640,340,0,0
1,517,500,32912,290,117660,35284.23,32912,360,0,0
1,518,500,32411,290,117660,35311.94,32411,380,0,0
1,519,500,32233,290,117660,35177.55,32233,400,0,0
1,520,500,32231,290,117804,35050.35,32231,420,0,0
1,521,500,32335,290,117804,35150.76,32335,440,0,0
1,522,500,31826,290,117804,35058.43,31826,460,0,0
1,523,500,31955,290,117804,35161.55,31955,480,0,0
1,524,500,31699,290,117804,34955.09,31699,500,0,0
1,525,500,31709,290,117804,34940.02,31709,520,0,0
1,526,500,31810,290,117804,35079.79,31810,540,0,0
1,527,500,32102,290,117804,34907.29,32102,560,0,0
1,528,500,32160,290,117804,34921.56,32160,580,0,0
1,529,500,32056,290,117804,35034.08,32056,600,0,0
1,530,500,32017,290,117804,34972.71,32017,620,0,0
1,531,500,31631,290,117804,34769.84,31631,640,0,0
1,532,500,31347,290,117804,34691.37,31347,660,0,0
1,533,500,31290,290,117804,34720.02,31290,680,0,0
1,534,500,31505,290,117804,34664.29,31505,700,0,0
1,535,500,31801,290,117804,34786.08,31801,720,0,0
1,536,500,31663,290,117804,34609.61,31663,740,0,0
1,537,500,31622,290,117804,34534.73,31622,760,0,0
1,538,500,31522,290,117804,34638.87,31522,780,0,0
1,539,500,31638,290,117804,34714.70,31638,800,0,0
1,540,500,31262,290,117804,34513.93,31262,820,0,0
1,541,500,31058,290,117804,34311.82,31058,840,0,0
1,542,500,30787,290,117804,34201.15,30787,860,0,0
1,543,500,30710,290,117804,34205.32,30710,880,0,0
1,544,500,30756,290,120864,34506.29,30756,900,0,0
1,545,500,30987,290,128337,34612.14,30987,920,0,0
1,546,500,31019,290,134802,34808.57,31019,940,0,0
1,547,500,30897,290,134802,34634.50,30897,960,0,0
1,548,500,31310,290,134802,34862.22,31310,980,0,0
1,549,500,31434,290,134802,34938.11,31434,1000,0,0
1,550,500,31387,290,134802,34972.84,31387,1020,0,0
1,551,500,31234,290,134802,34895.82,31234,1040,0,0
1,552,500,31201,290,134802,34864.20,31201,1060,0,0
1,553,500,31140,290,134802,34874.91,31140,1080,0,0
1,554,500,31478,290,136631,35146.46,31478,1100,0,0
1,555,500,31335,290,136631,35220.22,31335,1120,0,0
1,556,500,31366,290,136631,35170.07,31366,1140,0,0
1,557,500,31426,290,136631,35311.16,31426,1160,0,0
1,558,500,31308,290,136631,35327.01,31308,1180,0,0
1,559,500,31431,290,136631,35340.97,31431,1200,0,0
1,560,500,31598,290,136631,35543.24,31598,1220,0,0
1,561,500,31498,290,136631,35614.90,31498,1240,0,0
1,562,500,31655,290,136631,35592.60,31655,1260,0,0
1,563,500,31720,290,140409,35707.76,31720,1280,0,0
1,564,500,31661,290,140409,35661.18,31661,1300,0,0
1,565,500,31567,290,140409,35578.57,31567,1320,0,0
1,566,500,31551,290,140409,35649.79,31551,1340,0,0
1,567,500,31779,290,140409,35775.73,31779,1360,0,0
1,568,500,31753,290,140409,35705.15,31753,1380,0,0
1,569,500,31717,290,140409,35636.00,31717,1400,0,0
1,570,500,31673,290,140409,35769.53,31673,1420,0,0
1,571,500,31787,290,140409,35787.33,31787,1440,0,0
1,572,500,31804,290,140409,35772.04,31804,1460,0,0
1,573,500,32080,290,140409,35955.58,32080,1480,0,0
1,574,500,32174,290,140409,36092.17,32174,1500,0,0
1,575,500,32059,290,140409,36066.93,32059,1520,0,0
1,576,500,32110,290,140409,36122.74,32110,1540,0,0
1,577,500,32440,290,141860,36430.74,32440,1560,0,0
1,578,500,32511,290,141860,36573.08,32511,1580,0,0
1,579,500,32621,290,141860,36625.08,32621,1600,0,0
1,580,500,32758,290,144839,36711.13,32758,1620,0,0
1,581,500,32762,290,144839,36721.31,32762,1640,0,0
1,582,500,33031,290,144839,36882.13,33031,1660,0,0
1,583,500,33055,290,144839,36849.89,33055,1680,0,0
1,584,500,33344,290,144839,36973.89,33344,1700,0,0
1,585,500,33254,290,144839,36987.92,33254,1720,0,0
1,586,500,33283,290,144839,36962.32,33283,1740,0,0
1,587,500,33246,290,144839,37015.72,33246,1760,0,0
1,588,500,33400,290,144839,37129.75,33400,1780,0,0
1,589,500,33686,290,144839,37270.19,33686,1800,0,0
1,590,500,33650,290,144839,37278.42,33650,1820,0,0
1,591,500,33703,290,144839,37263.11,33703,1840,0,0
1,592,500,33669,290,144839,37224.61,33669,1860,0,0
1,593,500,33666,290,144839,37270.23,33666,1880,0,0
1,594,500,33560,290,144839,37254.25,33560,1900,0,0
1,595,500,33669,290,144839,37328.49,33669,1920,0,0
