name,string_length,num_chars,avg_ns,min_ns,max_ns,std_dev,success_avg_ns,success_runs,fail_avg_ns,fail_runs
3,3,3,335,147,1757,339.92,355,18,157,2
3,4,3,300,147,1757,243.58,328,33,170,7
3,5,3,313,147,1757,204.99,340,50,177,10
3,6,3,319,147,1757,182.33,351,63,201,17
3,7,3,340,147,1757,172.93,372,81,205,19
3,8,3,350,147,1757,163.07,383,96,219,24
3,9,3,360,147,1757,154.34,392,113,230,27
3,10,3,372,147,1757,149.41,403,129,244,31
3,11,3,384,147,1757,146.69,414,145,257,35
3,12,3,395,147,1757,145.89,427,160,270,40
3,13,3,407,147,1757,145.47,438,174,288,46
3,14,3,419,147,1757,147.51,451,188,303,52
3,15,3,436,147,1757,153.32,469,208,303,52
3,16,3,451,147,1757,158.66,484,225,313,55
3,17,3,465,147,1757,163.25,499,243,319,57
3,18,3,482,147,1757,171.87,517,262,323,58
3,19,3,500,147,1757,182.71,537,282,323,58
3,20,3,529,147,5352,317.98,569,302,323,58
3,21,3,543,147,5352,315.69,583,320,331,60
3,22,3,562,147,5352,324.58,602,340,331,60
3,23,3,575,147,5352,322.77,615,358,340,62
3,24,3,589,147,5352,322.12,629,376,350,64
3,25,3,603,147,5352,322.22,644,395,355,65
3,26,3,616,147,5352,322.28,657,414,360,66
3,27,3,630,147,5352,323.03,671,434,360,66
3,28,3,644,147,5352,324.47,685,453,365,67
3,29,3,660,147,5352,328.83,702,473,365,67
3,30,3,674,147,5352,331.17,715,490,383,70
3,31,3,688,147,5352,334.30,730,510,383,70
3,32,3,703,147,5352,339.41,745,527,401,73
3,33,3,719,147,5352,345.63,762,547,401,73
3,34,3,735,147,5352,351.32,778,567,401,73
3,35,3,752,147,5352,358.28,795,587,401,73
3,36,3,767,147,5352,364.30,811,607,401,73
3,37,3,782,147,5352,369.27,826,626,408,74
3,38,3,796,147,5352,374.48,841,645,416,75
3,39,3,812,147,5352,380.71,856,665,416,75
3,40,3,827,147,5352,386.44,872,685,416,75
3,41,3,842,147,5352,393.87,888,705,416,75
3,42,3,858,147,5352,400.59,903,724,424,76
3,43,3,873,147,5352,407.25,918,743,432,77
3,44,3,888,147,5352,414.92,935,763,432,77
3,45,3,905,147,5352,423.26,951,783,432,77
3,46,3,923,147,5352,442.87,970,803,432,77
3,47,3,939,147,5352,450.05,986,823,432,77
3,48,3,954,147,5352,457.12,1002,843,432,77
3,49,3,969,147,5352,462.76,1016,862,442,78
3,50,3,983,147,5352,468.57,1031,882,442,78
3,51,3,998,147,5352,475.25,1046,902,442,78
3,52,3,1012,147,5352,481.29,1060,921,453,79
3,53,3,1027,147,5352,488.27,1076,941,453,79
3,54,3,1042,147,5352,495.19,1090,960,463,80
3,55,3,1058,147,5352,503.17,1106,980,463,80
3,56,3,1072,147,5352,509.49,1121,1000,463,80
3,57,3,1087,147,5352,516.04,1135,1019,474,81
3,58,3,1102,147,5352,524.36,1151,1039,474,81
3,59,3,1117,147,5352,532.68,1166,1058,486,82
3,60,3,1133,147,5352,541.20,1182,1078,486,82
3,61,3,1149,147,5352,550.27,1199,1098,486,82
3,62,3,1165,147,5352,559.25,1215,1118,486,82
3,63,3,1181,147,5352,569.02,1232,1138,486,82
3,64,3,1197,147,5352,578.68,1247,1157,498,83
3,65,3,1211,147,5352,585.14,1262,1177,498,83
3,66,3,1225,147,5352,590.79,1275,1196,510,84
3,67,3,1240,147,5352,597.96,1290,1216,510,84
3,68,3,1255,147,5352,606.22,1306,1236,510,84
3,69,3,1270,147,5352,613.69,1321,1256,510,84
3,70,3,1285,147,5352,621.62,1336,1276,510,84
3,71,3,1300,147,5352,629.71,1351,1296,510,84
3,72,3,1315,147,5352,637.80,1367,1316,510,84
3,73,3,1330,147,5352,645.14,1382,1336,510,84
3,74,3,1345,147,5352,652.46,1396,1356,510,84
3,75,3,1359,147,5352,659.53,1411,1376,510,84
3,76,3,1374,147,5352,667.26,1426,1396,510,84
3,77,3,1391,147,6237,685.89,1444,1416,510,84
3,78,3,1407,147,6237,695.10,1459,1436,510,84
3,79,3,1421,147,6237,701.26,1473,1456,510,84
3,80,3,1435,147,6237,707.59,1487,1476,510,84
3,81,3,1449,147,6237,715.07,1502,1496,510,84
3,82,3,1465,147,6237,723.25,1517,1516,510,84
3,83,3,1482,147,6237,736.82,1536,1536,510,84
3,84,3,1499,147,6237,749.34,1553,1556,510,84
3,85,3,1514,147,6237,755.92,1567,1576,510,84
3,86,3,1528,147,6237,763.20,1582,1596,510,84
3,87,3,1543,147,6237,771.08,1597,1616,510,84
3,88,3,1558,147,6237,778.94,1612,1636,510,84
3,89,3,1574,147,6237,788.76,1628,1656,510,84
3,90,3,1588,147,6237,795.19,1642,1676,510,84
3,91,3,1603,147,6237,803.73,1657,1696,510,84
3,92,3,1617,147,6237,809.88,1671,1716,510,84
3,93,3,1636,147,6237,827.38,1690,1736,510,84
3,94,3,1657,147,6237,847.84,1712,1756,510,84
3,95,3,1677,147,6237,864.85,1732,1776,510,84
3,96,3,1694,147,6237,875.68,1749,1796,510,84
3,97,3,1708,147,6237,882.71,1764,1816,510,84
3,98,3,1724,147,6237,890.72,1779,1836,510,84
3,99,3,1739,147,6237,899.19,1795,1856,510,84
3,100,3,1755,147,6237,907.87,1810,1876,510,84
3,101,3,1769,147,6237,915.03,1825,1896,510,84
3,102,3,1785,147,6237,923.46,1841,1916,510,84
3,103,3,1801,147,6237,933.61,1857,1936,510,84
3,104,3,1816,147,6237,941.61,1872,1956,510,84
3,105,3,1831,147,6237,949.47,1888,1976,510,84
3,106,3,1846,147,6237,956.83,1903,1996,510,84
3,107,3,1861,147,6237,964.54,1918,2016,510,84
3,108,3,1877,147,6237,973.88,1934,2036,510,84
3,109,3,1901,147,6255,1001.06,1958,2056,510,84
3,110,3,1917,147,6255,1011.30,1974,2076,510,84
3,111,3,1937,147,6255,1026.97,1994,2096,510,84
